InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,PosC,PosLW,PosRW,PosD,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Empty5,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,Overall,ProGP,ProShots,ProG,ProA,ProPoint,ProPlusMinus,ProPim,Pro5Pim,ProShotsBlock,ProOwnShotsBlock,ProOwnShotsMissGoal,ProHits,ProHitsTook,ProGW,ProGT,ProFaceOffWon,ProFaceOffTotal,ProPenalityShotsScore,ProPenalityShotsTotal,ProEmptyNetGoal,ProSecondPlay,ProHatTrick,ProPPG,ProPPA,ProPPShots,ProPPSecondPlay,ProPKG,ProPKA,ProPKShots,ProPKSecondPlay,ProGiveAway,ProTakeAway,ProPuckPossesionTime,ProFightW,ProFightL,ProFightT,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGP,FarmShots,FarmG,FarmA,FarmPoint,FarmPlusMinus,FarmPim,Farm5Pim,FarmShotsBlock,FarmOwnShotsBlock,FarmOwnShotsMissGoal,FarmHits,FarmHitsTook,FarmGW,FarmGT,FarmFaceOffWon,FarmFaceOffTotal,FarmPenalityShotsScore,FarmPenalityShotsTotal,FarmEmptyNetGoal,FarmSecondPlay,FarmHatTrick,FarmPPG,FarmPPA,FarmPPShots,FarmPPSecondPlay,FarmPKG,FarmPKA,FarmPKShots,FarmPKSecondPlay,FarmGiveAway,FarmTakeAway,FarmPuckPossesionTime,FarmFightW,FarmFightL,FarmFightT,FarmStar(1),FarmStar(2),FarmStar(3),GameInRowWithAGoal,GameInRowWithAPoint,GameInRowWithOutAGoal,GameInRowWithOutAPoint,FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
1113,3831,Willie Corrin,http://www.eliteprospects.com/player.php?player=90967,0,USA,1991-08-01,29,205,73,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,78,75,86,65,75,51,52,49,25,41,41,62,39,44,44,52,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1114,2822,Josh Anderson,http://www.tsn.ca/nhl/player-bio/josh-anderson,14,ONT,1994-05-06,26,221,75,False,False,True,False,5,False,False,False,False,False,True,True,False,False,False,0,3000000,3000000,3000000,3000000,3000000,3000000,0,0,0,0,0,,0,100,0,8476981,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,91,70,81,80,83,73,78,69,38,61,56,73,25,64,65,67,50,66,11,12,0,1,1,-4,4,0,1,3,6,24,9,0,0,5,11,0,0,0,7101,0,0,0,0,39,0,0,0,0,0,0,561,0,0,0,0,0,0,120,345,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,
1115,3993,Brandon Baddock,https://www.tsn.ca/nhl/player-bio/brandon-baddock,9,ALB,1995-03-29,25,215,75,False,True,False,False,3,False,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,750000,0,0,0,0,0,0,0,,0,100,0,8477631,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,69,80,43,66,80,71,76,51,50,48,50,58,48,44,44,55,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1116,3832,Luc-Olivier Blain,http://www.eliteprospects.com/player.php?player=19156,0,QUE,1989-11-16,30,194,75,True,False,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,79,73,94,65,73,52,52,54,68,47,56,64,53,44,44,59,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1117,3994,Brayden Burke,https://www.tsn.ca/nhl/player-bio/brayden-burke,0,ALB,1997-01-01,23,170,70,False,True,True,False,2,False,False,False,False,False,True,True,False,False,False,0,925000,925000,925000,0,0,0,0,0,0,0,0,,0,100,0,8479633,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,68,62,81,62,62,74,76,69,50,68,66,62,63,44,44,67,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1118,3995,Brooks Macek,https://www.eliteprospects.com/player/32758/brooks-macek,0,MB,1992-05-15,28,181,71,True,False,True,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,74,66,93,58,66,72,74,67,80,65,66,65,63,44,44,67,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1119,3834,Tommy Vannelli,http://www.eliteprospects.com/player.php?player=196704,0,USA,1995-01-26,25,165,74,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,75,64,99,65,64,50,51,48,25,39,42,61,40,44,44,52,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1120,1103,Jakub Voracek,http://www.tsn.ca/nhl/player-bio/jakub-voracek,19,CZE,1989-08-15,31,214,74,False,True,True,False,1,False,False,False,False,False,True,True,False,False,False,0,7750000,7750000,0,0,0,0,0,0,0,0,0,,0,100,0,8474161,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,59,52,86,88,78,75,91,84,35,92,70,59,61,82,84,75,50,74,12,30,3,6,9,1,9,5,1,7,13,8,17,0,0,2,17,0,0,0,15497,0,1,0,8,2220,0,0,1,2114,0,0,1491,0,0,1,0,0,2,0,1045,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,
1121,3835,Tim McGauley,https://www.tsn.ca/nhl/player-bio/tim-mcgauley,0,SK,1995-07-23,25,175,72,True,False,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8478934,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,73,65,93,58,65,54,57,45,56,38,47,59,45,44,44,52,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1122,1105,James Neal,http://www.tsn.ca/nhl/player-bio/james-neal,26,ONT,1987-09-03,33,221,74,False,True,True,False,2,False,False,False,False,False,True,True,False,False,False,0,6500000,6500000,6500000,0,0,0,0,0,0,0,0,,0,100,0,8471707,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,81,45,92,74,81,73,76,82,37,67,85,55,63,80,85,76,50,70,12,21,2,0,2,-6,9,5,1,6,17,24,9,1,0,5,19,0,0,0,11673,0,0,0,6,2200,0,0,0,0,0,0,609,0,0,1,0,0,1,0,230,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,
1123,3836,P.C. Labrie,https://www.tsn.ca/nhl/player-bio/pierre-cedric-labrie,0,QUE,1986-12-06,33,226,75,False,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,78,83,67,65,83,63,67,50,50,46,48,63,46,44,44,55,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1124,3837,Adam Ollas Mattsson,https://www.eliteprospects.com/player/114812/adam-ollas-mattsson,0,SWE,1996-07-30,24,216,78,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,84,83,86,65,83,56,58,48,25,39,42,66,40,46,46,54,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1125,1108,James van Riemsdyk,http://www.tsn.ca/nhl/player-bio/james-van-riemsdyk,24,USA,1989-05-04,31,217,75,False,True,False,False,3,False,False,False,False,False,True,True,False,False,False,0,8750000,8750000,8750000,8750000,0,0,0,0,0,0,0,,0,100,0,8474037,0,0,0,,25,3,3,3,3,3,3,3,3,3,3,63,42,95,78,80,68,83,79,35,76,80,61,54,77,80,76,50,70,11,32,1,3,4,0,0,0,2,10,25,3,9,0,0,6,21,0,1,0,8860,0,0,1,6,1515,0,0,0,111,0,0,1197,0,0,0,0,0,0,295,475,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,
1126,1109,Jamie McBain,http://www.tsn.ca/nhl/player-bio/jamie-mcbain,0,USA,1988-02-24,32,180,73,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,73,68,85,65,68,66,70,51,25,47,41,60,39,44,44,54,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1127,1110,Jamie McGinn,http://www.tsn.ca/nhl/player-bio/jamie-mcginn,0,ONT,1988-08-05,32,205,73,False,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1128,3838,Max Reinhart,https://www.tsn.ca/nhl/player-bio/max-reinhart,0,BC,1992-02-04,28,195,73,True,False,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,75,71,85,65,71,69,73,54,68,48,56,62,53,44,44,60,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1129,3839,Andre Benoit,https://www.tsn.ca/nhl/player-bio/andre-benoit,0,QUE,1984-01-06,36,191,71,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,73,69,81,65,69,60,64,49,25,42,40,60,38,44,44,52,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1130,3840,Pavel Jenys,https://www.tsn.ca/nhl/player-bio/pavel-jenys,0,CZE,1996-04-02,24,202,75,True,False,False,False,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,84,80,92,65,80,49,51,46,58,38,48,65,46,44,44,54,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1131,3841,Louie Belpedio,https://www.tsn.ca/nhl/player-bio/louis-belpedio/,0,USA,1996-05-14,24,193,71,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8478011,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,65,69,56,64,69,76,83,49,25,42,41,56,39,44,44,52,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1132,3996,Dylan Coghlan,https://www.tsn.ca/nhl/player-bio/dylan-coghlan,0,BC,1998-02-19,22,189,74,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,716666,716666,716666,0,0,0,0,0,0,0,0,,0,100,0,8479639,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,77,70,92,60,70,73,79,53,25,40,52,63,49,44,44,59,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1133,3842,Sam Vigneault,https://www.eliteprospects.com/player/151163/sam-vigneault,0,QUE,1995-09-07,25,203,77,True,False,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8479946,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,80,78,86,67,78,73,78,53,66,44,57,64,54,44,44,60,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1134,3843,Sergey Zborovskiy,https://www.tsn.ca/nhl/player-bio/sergey-zborovskiy,0,RUS,1997-02-21,23,197,76,False,False,False,True,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,73,74,72,68,74,49,51,41,25,28,39,58,37,44,44,48,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1135,3844,Josh Wesley,https://www.tsn.ca/nhl/player-bio/josh-wesley,0,USA,1996-04-09,24,205,75,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8478026,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,79,77,83,62,77,58,62,46,25,37,39,62,37,45,45,51,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1136,3845,Freddie Tiffels,http://www.eliteprospects.com/player.php?player=85240,0,GER,1995-05-20,25,201,73,True,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,80,74,94,65,74,52,52,52,65,44,56,64,53,44,44,59,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1137,4260,Jaret Anderson-Dolan,https://www.tsn.ca/nhl/player-bio/jaret-anderson-dolan,0,AB,1999-09-11,21,188,71,True,True,False,False,1,True,False,False,False,False,True,True,False,False,False,0,747500,747500,0,0,0,0,0,0,0,0,0,,0,100,0,8479994,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,72,67,83,79,67,63,64,59,74,59,54,62,51,44,44,61,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1138,1121,Jason Demers,http://www.tsn.ca/nhl/player-bio/jason-demers,9,QUE,1988-06-09,32,195,73,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,4500000,4500000,4500000,0,0,0,0,0,0,0,0,,0,100,0,8474218,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,80,56,85,83,73,80,62,60,25,56,47,86,25,75,78,64,50,70,12,22,2,2,4,-5,19,5,14,5,14,25,9,1,0,0,0,0,0,0,15330,0,1,1,11,2057,0,0,0,1496,0,0,1478,1,0,0,1,0,0,30,475,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,
1139,3847,Trent Frederic,https://www.tsn.ca/nhl/player-bio/trent-frederic,1,USA,1998-02-11,22,203,74,True,False,False,False,2,False,False,False,False,False,True,True,False,False,False,0,1137500,1137500,1137500,0,0,0,0,0,0,0,0,,0,100,0,8479365,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,64,75,37,65,75,78,83,59,74,60,53,58,50,45,45,58,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,71,12,12,24,17,13,5,6,19,32,23,35,2,0,161,218,1,1,0,12144,2,0,0,0,30,0,0,0,0,0,0,3258,1,0,0,3,3,0,2,2,0,0,1420,4860,4860,
1140,3848,Cameron Hughes,https://www.eliteprospects.com/player/62155/cameron-hughes,0,AB,1996-10-09,24,161,71,True,False,False,False,1,False,False,False,False,False,True,True,False,False,False,0,792500,792500,0,0,0,0,0,0,0,0,0,,0,100,0,8478888,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,68,60,88,65,60,63,66,55,69,51,53,61,50,54,54,58,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1141,3849,Nathan Noel,https://www.tsn.ca/nhl/player-bio/nathan-noel,18,NFL,1997-06-21,23,174,71,True,True,False,False,3,False,False,False,False,False,True,True,False,False,False,0,925000,925000,925000,925000,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,64,63,66,53,63,49,51,44,55,38,44,54,42,44,44,47,50,47,2,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,854,0,0,0,0,20,0,0,0,43,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,
1142,3850,Maxime Lajoie,https://www.tsn.ca/nhl/player-bio/maxime-lajoie,18,AB,1997-11-05,22,183,73,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,790000,790000,0,0,0,0,0,0,0,0,0,,0,100,0,8479320,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,73,68,85,77,68,69,74,51,25,44,41,62,39,51,51,55,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1143,3851,Zach Senyshyn,https://www.tsn.ca/nhl/player-bio/zach-senyshyn,1,ONT,1997-03-30,23,192,73,False,False,True,False,2,True,False,False,False,False,True,True,False,False,False,0,1288000,1288000,1288000,0,0,0,0,0,0,0,0,,0,100,0,8478485,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,77,71,90,70,71,70,74,55,50,50,56,63,53,44,44,60,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,77,13,12,25,18,6,0,15,28,60,28,31,3,1,9,13,0,1,0,13398,1,0,0,0,30,0,0,0,0,0,0,4327,0,0,0,3,3,0,2,2,0,0,1420,5325,5325,
1144,3852,Reid Duke,https://www.tsn.ca/nhl/player-bio/reid-duke,0,AB,1996-01-28,24,191,72,True,False,False,False,1,False,False,False,False,False,True,True,False,False,False,0,925000,925000,0,0,0,0,0,0,0,0,0,,0,100,0,8478097,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,67,70,61,60,70,59,61,55,69,48,58,58,55,44,44,57,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1145,4261,Oliver Wahlstrom,https://www.tsn.ca/nhl/player-bio/oliver-wahlstrom,0,USA,2000-06-12,20,205,73,False,False,True,False,1,True,False,False,False,False,True,True,False,False,False,0,925001,925001,0,0,0,0,0,0,0,0,0,,0,100,0,8480789,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,77,75,81,80,75,63,65,58,50,54,58,64,55,44,44,62,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1146,3854,Kris Bindulis,http://www.eliteprospects.com/player.php?player=137502,0,LAT,1995-09-17,25,190,75,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,925000,925000,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,79,73,93,65,73,50,52,44,25,34,39,62,37,44,44,51,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
